=== 1. COUNT DE TABLAS ===
Pasajeros: 98617
Fechas de Salida: 220
Aeropuertos Salida: 9062
Aeropuertos Llegada: 9024
Pilotos: 98605
Estados: 3
Vuelos: 59656

=== 2. PASAJEROS POR GÉNERO ===
Male: 50.29%
Female: 49.71%

=== 3. NACIONALIDADES CON SU MES/AÑO DE MAYOR FECHA DE SALIDA ===
Nacionalidad: Afghanistan, Año: 2022, Mes: 1, Vuelos: 18
Nacionalidad: Armenia, Año: 2022, Mes: 7, Vuelos: 22
Nacionalidad: Armenia, Año: 2022, Mes: 8, Vuelos: 25
Nacionalidad: Armenia, Año: 2022, Mes: 9, Vuelos: 13
Nacionalidad: Armenia, Año: 2022, Mes: 10, Vuelos: 29
Nacionalidad: Armenia, Año: 2022, Mes: 11, Vuelos: 22
Nacionalidad: Armenia, Año: 2022, Mes: 12, Vuelos: 14
Nacionalidad: Aruba, Año: 2022, Mes: 11, Vuelos: 2
Nacionalidad: Australia, Año: 2022, Mes: 1, Vuelos: 1
Nacionalidad: Australia, Año: 2022, Mes: 2, Vuelos: 6
Nacionalidad: Australia, Año: 2022, Mes: 3, Vuelos: 5
Nacionalidad: Australia, Año: 2022, Mes: 4, Vuelos: 4
Nacionalidad: Australia, Año: 2022, Mes: 5, Vuelos: 2
Nacionalidad: Australia, Año: 2022, Mes: 6, Vuelos: 7
Nacionalidad: Australia, Año: 2022, Mes: 7, Vuelos: 6
Nacionalidad: Australia, Año: 2022, Mes: 8, Vuelos: 3
Nacionalidad: Australia, Año: 2022, Mes: 9, Vuelos: 4
Nacionalidad: Australia, Año: 2022, Mes: 10, Vuelos: 3
Nacionalidad: Australia, Año: 2022, Mes: 11, Vuelos: 9
Nacionalidad: Australia, Año: 2022, Mes: 12, Vuelos: 6
Nacionalidad: Austria, Año: 2022, Mes: 1, Vuelos: 3
Nacionalidad: Austria, Año: 2022, Mes: 2, Vuelos: 1
Nacionalidad: Austria, Año: 2022, Mes: 3, Vuelos: 3
Nacionalidad: Austria, Año: 2022, Mes: 5, Vuelos: 2
Nacionalidad: Austria, Año: 2022, Mes: 6, Vuelos: 2
Nacionalidad: Austria, Año: 2022, Mes: 7, Vuelos: 3
Nacionalidad: Austria, Año: 2022, Mes: 8, Vuelos: 4
Nacionalidad: Austria, Año: 2022, Mes: 9, Vuelos: 2
Nacionalidad: Austria, Año: 2022, Mes: 10, Vuelos: 1
Nacionalidad: Austria, Año: 2022, Mes: 11, Vuelos: 2
Nacionalidad: Austria, Año: 2022, Mes: 12, Vuelos: 5
Nacionalidad: Azerbaijan, Año: 2022, Mes: 1, Vuelos: 15
Nacionalidad: Azerbaijan, Año: 2022, Mes: 2, Vuelos: 10
Nacionalidad: Azerbaijan, Año: 2022, Mes: 3, Vuelos: 12
Nacionalidad: Azerbaijan, Año: 2022, Mes: 4, Vuelos: 10
Nacionalidad: Azerbaijan, Año: 2022, Mes: 5, Vuelos: 18
Nacionalidad: Azerbaijan, Año: 2022, Mes: 6, Vuelos: 6
Nacionalidad: Azerbaijan, Año: 2022, Mes: 7, Vuelos: 13
Nacionalidad: Azerbaijan, Año: 2022, Mes: 8, Vuelos: 15
Nacionalidad: Azerbaijan, Año: 2022, Mes: 9, Vuelos: 10
Nacionalidad: Azerbaijan, Año: 2022, Mes: 10, Vuelos: 15
Nacionalidad: Azerbaijan, Año: 2022, Mes: 11, Vuelos: 11
Nacionalidad: Azerbaijan, Año: 2022, Mes: 12, Vuelos: 9
Nacionalidad: Bahamas, Año: 2022, Mes: 1, Vuelos: 4
Nacionalidad: Bahamas, Año: 2022, Mes: 3, Vuelos: 2
Nacionalidad: Bahamas, Año: 2022, Mes: 4, Vuelos: 2
Nacionalidad: Bahamas, Año: 2022, Mes: 5, Vuelos: 1
Nacionalidad: Bahamas, Año: 2022, Mes: 6, Vuelos: 2
Nacionalidad: Bahamas, Año: 2022, Mes: 7, Vuelos: 2
Nacionalidad: Bahamas, Año: 2022, Mes: 8, Vuelos: 1
Nacionalidad: Bahamas, Año: 2022, Mes: 10, Vuelos: 1
Nacionalidad: Bahamas, Año: 2022, Mes: 11, Vuelos: 2
Nacionalidad: Bahamas, Año: 2022, Mes: 12, Vuelos: 2
Nacionalidad: Bahrain, Año: 2022, Mes: 3, Vuelos: 3
Nacionalidad: Bahrain, Año: 2022, Mes: 4, Vuelos: 1
Nacionalidad: Bahrain, Año: 2022, Mes: 5, Vuelos: 2
Nacionalidad: Bahrain, Año: 2022, Mes: 6, Vuelos: 1
Nacionalidad: Bahrain, Año: 2022, Mes: 7, Vuelos: 1
Nacionalidad: Bahrain, Año: 2022, Mes: 8, Vuelos: 3
Nacionalidad: Bahrain, Año: 2022, Mes: 9, Vuelos: 3
Nacionalidad: Bahrain, Año: 2022, Mes: 10, Vuelos: 2
Nacionalidad: Bahrain, Año: 2022, Mes: 12, Vuelos: 1
Nacionalidad: Bangladesh, Año: 2022, Mes: 1, Vuelos: 15
Nacionalidad: Bangladesh, Año: 2022, Mes: 2, Vuelos: 13
Nacionalidad: Bangladesh, Año: 2022, Mes: 3, Vuelos: 17
Nacionalidad: Bangladesh, Año: 2022, Mes: 4, Vuelos: 16
Nacionalidad: Bangladesh, Año: 2022, Mes: 5, Vuelos: 11
Nacionalidad: Bangladesh, Año: 2022, Mes: 6, Vuelos: 10
Nacionalidad: Bangladesh, Año: 2022, Mes: 7, Vuelos: 9
Nacionalidad: Bangladesh, Año: 2022, Mes: 8, Vuelos: 14
Nacionalidad: Bangladesh, Año: 2022, Mes: 9, Vuelos: 10
Nacionalidad: Bangladesh, Año: 2022, Mes: 10, Vuelos: 12
Nacionalidad: Bangladesh, Año: 2022, Mes: 11, Vuelos: 17
Nacionalidad: Bangladesh, Año: 2022, Mes: 12, Vuelos: 18
Nacionalidad: Barbados, Año: 2022, Mes: 1, Vuelos: 1
Nacionalidad: Barbados, Año: 2022, Mes: 6, Vuelos: 1
Nacionalidad: Barbados, Año: 2022, Mes: 9, Vuelos: 1
Nacionalidad: Barbados, Año: 2022, Mes: 11, Vuelos: 1
Nacionalidad: Barbados, Año: 2022, Mes: 12, Vuelos: 1
Nacionalidad: Belarus, Año: 2022, Mes: 1, Vuelos: 23
Nacionalidad: Belarus, Año: 2022, Mes: 2, Vuelos: 16
Nacionalidad: Belarus, Año: 2022, Mes: 3, Vuelos: 15
Nacionalidad: Belarus, Año: 2022, Mes: 4, Vuelos: 17
Nacionalidad: Belarus, Año: 2022, Mes: 5, Vuelos: 21
Nacionalidad: Belarus, Año: 2022, Mes: 6, Vuelos: 14
Nacionalidad: Belarus, Año: 2022, Mes: 7, Vuelos: 18
Nacionalidad: Belarus, Año: 2022, Mes: 8, Vuelos: 8
Nacionalidad: Belarus, Año: 2022, Mes: 9, Vuelos: 11
Nacionalidad: Belarus, Año: 2022, Mes: 10, Vuelos: 18
Nacionalidad: Belarus, Año: 2022, Mes: 11, Vuelos: 21
Nacionalidad: Belarus, Año: 2022, Mes: 12, Vuelos: 23
Nacionalidad: Belgium, Año: 2022, Mes: 1, Vuelos: 2
Nacionalidad: Belgium, Año: 2022, Mes: 4, Vuelos: 1
Nacionalidad: Belgium, Año: 2022, Mes: 6, Vuelos: 1
Nacionalidad: Belgium, Año: 2022, Mes: 7, Vuelos: 2
Nacionalidad: Belgium, Año: 2022, Mes: 8, Vuelos: 1
Nacionalidad: Belgium, Año: 2022, Mes: 9, Vuelos: 1
Nacionalidad: Belgium, Año: 2022, Mes: 10, Vuelos: 1
Nacionalidad: Belgium, Año: 2022, Mes: 11, Vuelos: 2
Nacionalidad: Belgium, Año: 2022, Mes: 12, Vuelos: 3
Nacionalidad: Belize, Año: 2022, Mes: 1, Vuelos: 4
Nacionalidad: Belize, Año: 2022, Mes: 2, Vuelos: 1
Nacionalidad: Belize, Año: 2022, Mes: 4, Vuelos: 1
Nacionalidad: Belize, Año: 2022, Mes: 7, Vuelos: 1
Nacionalidad: Belize, Año: 2022, Mes: 8, Vuelos: 1
Nacionalidad: Belize, Año: 2022, Mes: 10, Vuelos: 2
Nacionalidad: Belize, Año: 2022, Mes: 11, Vuelos: 2
Nacionalidad: Benin, Año: 2022, Mes: 1, Vuelos: 5
Nacionalidad: Benin, Año: 2022, Mes: 2, Vuelos: 2
Nacionalidad: Benin, Año: 2022, Mes: 3, Vuelos: 1
Nacionalidad: Benin, Año: 2022, Mes: 5, Vuelos: 1
Nacionalidad: Benin, Año: 2022, Mes: 6, Vuelos: 2
Nacionalidad: Benin, Año: 2022, Mes: 7, Vuelos: 5
Nacionalidad: Benin, Año: 2022, Mes: 8, Vuelos: 8
Nacionalidad: Benin, Año: 2022, Mes: 9, Vuelos: 2
Nacionalidad: Benin, Año: 2022, Mes: 10, Vuelos: 5
Nacionalidad: Benin, Año: 2022, Mes: 11, Vuelos: 5
Nacionalidad: Benin, Año: 2022, Mes: 12, Vuelos: 1
Nacionalidad: Bermuda, Año: 2022, Mes: 1, Vuelos: 3
Nacionalidad: Bermuda, Año: 2022, Mes: 5, Vuelos: 1
Nacionalidad: Bermuda, Año: 2022, Mes: 7, Vuelos: 1
Nacionalidad: Bermuda, Año: 2022, Mes: 10, Vuelos: 1
Nacionalidad: Bhutan, Año: 2022, Mes: 1, Vuelos: 1
Nacionalidad: Bhutan, Año: 2022, Mes: 2, Vuelos: 4
Nacionalidad: Bhutan, Año: 2022, Mes: 3, Vuelos: 5
Nacionalidad: Bhutan, Año: 2022, Mes: 4, Vuelos: 4
Nacionalidad: Bhutan, Año: 2022, Mes: 5, Vuelos: 2
Nacionalidad: Bhutan, Año: 2022, Mes: 6, Vuelos: 2
Nacionalidad: Bhutan, Año: 2022, Mes: 7, Vuelos: 1
Nacionalidad: Bhutan, Año: 2022, Mes: 8, Vuelos: 1
Nacionalidad: Bhutan, Año: 2022, Mes: 10, Vuelos: 1
Nacionalidad: Bhutan, Año: 2022, Mes: 11, Vuelos: 2
Nacionalidad: Bhutan, Año: 2022, Mes: 12, Vuelos: 1
Nacionalidad: Bolivia, Año: 2022, Mes: 1, Vuelos: 14
Nacionalidad: Bolivia, Año: 2022, Mes: 2, Vuelos: 10
Nacionalidad: Bolivia, Año: 2022, Mes: 3, Vuelos: 14
Nacionalidad: Bolivia, Año: 2022, Mes: 4, Vuelos: 12
Nacionalidad: Bolivia, Año: 2022, Mes: 5, Vuelos: 10
Nacionalidad: Bolivia, Año: 2022, Mes: 6, Vuelos: 9
Nacionalidad: Bolivia, Año: 2022, Mes: 7, Vuelos: 12
Nacionalidad: Bolivia, Año: 2022, Mes: 8, Vuelos: 16
Nacionalidad: Bolivia, Año: 2022, Mes: 9, Vuelos: 13
Nacionalidad: Bolivia, Año: 2022, Mes: 10, Vuelos: 9
Nacionalidad: Bolivia, Año: 2022, Mes: 11, Vuelos: 7
Nacionalidad: Bolivia, Año: 2022, Mes: 12, Vuelos: 5
Nacionalidad: Bonaire, Saint Eustatius and Saba , Año: 2022, Mes: 1, Vuelos: 1
Nacionalidad: Bonaire, Saint Eustatius and Saba , Año: 2022, Mes: 3, Vuelos: 2
Nacionalidad: Bonaire, Saint Eustatius and Saba , Año: 2022, Mes: 4, Vuelos: 1
Nacionalidad: Bonaire, Saint Eustatius and Saba , Año: 2022, Mes: 7, Vuelos: 1
Nacionalidad: Bonaire, Saint Eustatius and Saba , Año: 2022, Mes: 10, Vuelos: 1
Nacionalidad: Bosnia and Herzegovina, Año: 2022, Mes: 1, Vuelos: 9
Nacionalidad: Bosnia and Herzegovina, Año: 2022, Mes: 2, Vuelos: 13
Nacionalidad: Bosnia and Herzegovina, Año: 2022, Mes: 3, Vuelos: 6
Nacionalidad: Bosnia and Herzegovina, Año: 2022, Mes: 4, Vuelos: 11
Nacionalidad: Bosnia and Herzegovina, Año: 2022, Mes: 5, Vuelos: 14
Nacionalidad: Bosnia and Herzegovina, Año: 2022, Mes: 6, Vuelos: 17
Nacionalidad: Bosnia and Herzegovina, Año: 2022, Mes: 7, Vuelos: 17
Nacionalidad: Bosnia and Herzegovina, Año: 2022, Mes: 8, Vuelos: 21
Nacionalidad: Bosnia and Herzegovina, Año: 2022, Mes: 9, Vuelos: 15
Nacionalidad: Bosnia and Herzegovina, Año: 2022, Mes: 10, Vuelos: 16
Nacionalidad: Bosnia and Herzegovina, Año: 2022, Mes: 11, Vuelos: 13
Nacionalidad: Bosnia and Herzegovina, Año: 2022, Mes: 12, Vuelos: 19
Nacionalidad: Botswana, Año: 2022, Mes: 1, Vuelos: 10
Nacionalidad: Botswana, Año: 2022, Mes: 2, Vuelos: 4
Nacionalidad: Botswana, Año: 2022, Mes: 3, Vuelos: 8
Nacionalidad: Botswana, Año: 2022, Mes: 4, Vuelos: 3
Nacionalidad: Botswana, Año: 2022, Mes: 5, Vuelos: 8
Nacionalidad: Botswana, Año: 2022, Mes: 6, Vuelos: 4
Nacionalidad: Botswana, Año: 2022, Mes: 7, Vuelos: 5
Nacionalidad: Botswana, Año: 2022, Mes: 8, Vuelos: 1
Nacionalidad: Botswana, Año: 2022, Mes: 9, Vuelos: 5
Nacionalidad: Botswana, Año: 2022, Mes: 10, Vuelos: 13
Nacionalidad: Botswana, Año: 2022, Mes: 11, Vuelos: 3
Nacionalidad: Botswana, Año: 2022, Mes: 12, Vuelos: 8
Nacionalidad: Brazil, Año: 2022, Mes: 1, Vuelos: 203
Nacionalidad: Brazil, Año: 2022, Mes: 2, Vuelos: 177
Nacionalidad: Brazil, Año: 2022, Mes: 3, Vuelos: 185
Nacionalidad: Brazil, Año: 2022, Mes: 4, Vuelos: 160
Nacionalidad: Brazil, Año: 2022, Mes: 5, Vuelos: 223
Nacionalidad: Brazil, Año: 2022, Mes: 6, Vuelos: 180
Nacionalidad: Brazil, Año: 2022, Mes: 7, Vuelos: 217
Nacionalidad: Brazil, Año: 2022, Mes: 8, Vuelos: 209
Nacionalidad: Brazil, Año: 2022, Mes: 9, Vuelos: 172
Nacionalidad: Brazil, Año: 2022, Mes: 10, Vuelos: 195
Nacionalidad: Brazil, Año: 2022, Mes: 11, Vuelos: 167
Nacionalidad: Brazil, Año: 2022, Mes: 12, Vuelos: 185
Nacionalidad: British Virgin Islands, Año: 2022, Mes: 10, Vuelos: 2
Nacionalidad: Brunei, Año: 2022, Mes: 3, Vuelos: 1
Nacionalidad: Brunei, Año: 2022, Mes: 6, Vuelos: 1
Nacionalidad: Bulgaria, Año: 2022, Mes: 1, Vuelos: 16
Nacionalidad: Bulgaria, Año: 2022, Mes: 2, Vuelos: 18
Nacionalidad: Bulgaria, Año: 2022, Mes: 3, Vuelos: 19
Nacionalidad: Bulgaria, Año: 2022, Mes: 4, Vuelos: 23
Nacionalidad: Bulgaria, Año: 2022, Mes: 5, Vuelos: 19
Nacionalidad: Bulgaria, Año: 2022, Mes: 6, Vuelos: 16
Nacionalidad: Bulgaria, Año: 2022, Mes: 7, Vuelos: 15
Nacionalidad: Bulgaria, Año: 2022, Mes: 8, Vuelos: 12
Nacionalidad: Bulgaria, Año: 2022, Mes: 9, Vuelos: 19
Nacionalidad: Bulgaria, Año: 2022, Mes: 10, Vuelos: 21
Nacionalidad: Bulgaria, Año: 2022, Mes: 11, Vuelos: 14
Nacionalidad: Bulgaria, Año: 2022, Mes: 12, Vuelos: 14
Nacionalidad: Burkina Faso, Año: 2022, Mes: 1, Vuelos: 8
Nacionalidad: Burkina Faso, Año: 2022, Mes: 2, Vuelos: 2
Nacionalidad: Burkina Faso, Año: 2022, Mes: 3, Vuelos: 4
Nacionalidad: Burkina Faso, Año: 2022, Mes: 4, Vuelos: 7
Nacionalidad: Burkina Faso, Año: 2022, Mes: 5, Vuelos: 8
Nacionalidad: Burkina Faso, Año: 2022, Mes: 6, Vuelos: 3
Nacionalidad: Burkina Faso, Año: 2022, Mes: 7, Vuelos: 4
Nacionalidad: Burkina Faso, Año: 2022, Mes: 8, Vuelos: 3
Nacionalidad: Burkina Faso, Año: 2022, Mes: 9, Vuelos: 6
Nacionalidad: Burkina Faso, Año: 2022, Mes: 10, Vuelos: 3
Nacionalidad: Burkina Faso, Año: 2022, Mes: 11, Vuelos: 3
Nacionalidad: Burkina Faso, Año: 2022, Mes: 12, Vuelos: 2
Nacionalidad: Burundi, Año: 2022, Mes: 2, Vuelos: 4
Nacionalidad: Burundi, Año: 2022, Mes: 3, Vuelos: 1
Nacionalidad: Burundi, Año: 2022, Mes: 4, Vuelos: 5
Nacionalidad: Burundi, Año: 2022, Mes: 5, Vuelos: 2
Nacionalidad: Burundi, Año: 2022, Mes: 6, Vuelos: 1
Nacionalidad: Burundi, Año: 2022, Mes: 7, Vuelos: 1
Nacionalidad: Burundi, Año: 2022, Mes: 8, Vuelos: 1
Nacionalidad: Burundi, Año: 2022, Mes: 9, Vuelos: 1
Nacionalidad: Burundi, Año: 2022, Mes: 10, Vuelos: 1
Nacionalidad: Burundi, Año: 2022, Mes: 12, Vuelos: 2
Nacionalidad: Cambodia, Año: 2022, Mes: 1, Vuelos: 2
Nacionalidad: Cambodia, Año: 2022, Mes: 2, Vuelos: 1
Nacionalidad: Cambodia, Año: 2022, Mes: 3, Vuelos: 1
Nacionalidad: Cambodia, Año: 2022, Mes: 4, Vuelos: 2
Nacionalidad: Cambodia, Año: 2022, Mes: 5, Vuelos: 9
Nacionalidad: Cambodia, Año: 2022, Mes: 6, Vuelos: 7
Nacionalidad: Cambodia, Año: 2022, Mes: 7, Vuelos: 2
Nacionalidad: Cambodia, Año: 2022, Mes: 8, Vuelos: 7
Nacionalidad: Cambodia, Año: 2022, Mes: 9, Vuelos: 2
Nacionalidad: Cambodia, Año: 2022, Mes: 10, Vuelos: 4
Nacionalidad: Cambodia, Año: 2022, Mes: 11, Vuelos: 7
Nacionalidad: Cambodia, Año: 2022, Mes: 12, Vuelos: 5
Nacionalidad: Cameroon, Año: 2022, Mes: 1, Vuelos: 7
Nacionalidad: Cameroon, Año: 2022, Mes: 2, Vuelos: 13
Nacionalidad: Cameroon, Año: 2022, Mes: 3, Vuelos: 12
Nacionalidad: Cameroon, Año: 2022, Mes: 4, Vuelos: 8
Nacionalidad: Cameroon, Año: 2022, Mes: 5, Vuelos: 12
Nacionalidad: Cameroon, Año: 2022, Mes: 6, Vuelos: 14
Nacionalidad: Cameroon, Año: 2022, Mes: 7, Vuelos: 11
Nacionalidad: Cameroon, Año: 2022, Mes: 8, Vuelos: 10
Nacionalidad: Cameroon, Año: 2022, Mes: 9, Vuelos: 13
Nacionalidad: Cameroon, Año: 2022, Mes: 10, Vuelos: 7
Nacionalidad: Cameroon, Año: 2022, Mes: 11, Vuelos: 14
Nacionalidad: Cameroon, Año: 2022, Mes: 12, Vuelos: 7
Nacionalidad: Canada, Año: 2022, Mes: 1, Vuelos: 70
Nacionalidad: Canada, Año: 2022, Mes: 2, Vuelos: 58
Nacionalidad: Canada, Año: 2022, Mes: 3, Vuelos: 63
Nacionalidad: Canada, Año: 2022, Mes: 4, Vuelos: 61
Nacionalidad: Canada, Año: 2022, Mes: 5, Vuelos: 65
Nacionalidad: Canada, Año: 2022, Mes: 6, Vuelos: 66
Nacionalidad: Canada, Año: 2022, Mes: 7, Vuelos: 57
Nacionalidad: Canada, Año: 2022, Mes: 8, Vuelos: 59
Nacionalidad: Canada, Año: 2022, Mes: 9, Vuelos: 59
Nacionalidad: Canada, Año: 2022, Mes: 10, Vuelos: 69
Nacionalidad: Canada, Año: 2022, Mes: 11, Vuelos: 52
Nacionalidad: Canada, Año: 2022, Mes: 12, Vuelos: 47
Nacionalidad: Cape Verde, Año: 2022, Mes: 1, Vuelos: 1
Nacionalidad: Cape Verde, Año: 2022, Mes: 2, Vuelos: 2
Nacionalidad: Cape Verde, Año: 2022, Mes: 3, Vuelos: 2
Nacionalidad: Cape Verde, Año: 2022, Mes: 4, Vuelos: 1
Nacionalidad: Cape Verde, Año: 2022, Mes: 5, Vuelos: 3
Nacionalidad: Cape Verde, Año: 2022, Mes: 6, Vuelos: 4
Nacionalidad: Cape Verde, Año: 2022, Mes: 7, Vuelos: 1
Nacionalidad: Cape Verde, Año: 2022, Mes: 8, Vuelos: 1
Nacionalidad: Cape Verde, Año: 2022, Mes: 10, Vuelos: 4
Nacionalidad: Cape Verde, Año: 2022, Mes: 11, Vuelos: 1
Nacionalidad: Cayman Islands, Año: 2022, Mes: 1, Vuelos: 2
Nacionalidad: Cayman Islands, Año: 2022, Mes: 5, Vuelos: 2
Nacionalidad: Cayman Islands, Año: 2022, Mes: 6, Vuelos: 1
Nacionalidad: Cayman Islands, Año: 2022, Mes: 8, Vuelos: 1
Nacionalidad: Cayman Islands, Año: 2022, Mes: 9, Vuelos: 1
Nacionalidad: Central African Republic, Año: 2022, Mes: 1, Vuelos: 3
Nacionalidad: Central African Republic, Año: 2022, Mes: 2, Vuelos: 3
Nacionalidad: Central African Republic, Año: 2022, Mes: 3, Vuelos: 3
